0.000000 1.010000 2.023000 2.996000
0.001000 1.020130 2.046231 2.992051
0.002000 1.030391 2.069696 2.988155
0.003000 1.040784 2.093399 2.984311
0.004000 1.051310 2.117341 2.980521
0.005000 1.061971 2.141527 2.976786
0.006000 1.072766 2.165959 2.973107
0.007000 1.083698 2.190641 2.969484
0.008000 1.094768 2.215576 2.965919
0.009000 1.105976 2.240767 2.962413
0.010000 1.117324 2.266217 2.958966
0.011000 1.128812 2.291930 2.955580
0.012000 1.140444 2.317909 2.952256
0.013000 1.152218 2.344156 2.948995
0.014000 1.164138 2.370676 2.945798
0.015000 1.176203 2.397472 2.942667
0.016000 1.188416 2.424547 2.939601
0.017000 1.200777 2.451905 2.936603
0.018000 1.213288 2.479548 2.933674
0.019000 1.225951 2.507482 2.930815
0.020000 1.238766 2.535708 2.928028
0.021000 1.251736 2.564230 2.925313
0.022000 1.264861 2.593053 2.922672
0.023000 1.278142 2.622179 2.920107
0.024000 1.291583 2.651613 2.917618
0.025000 1.305183 2.681357 2.915208
0.026000 1.318945 2.711416 2.912877
0.027000 1.332870 2.741793 2.910627
0.028000 1.346959 2.772492 2.908461
0.029000 1.361214 2.803517 2.906378
0.030000 1.375637 2.834871 2.904382
0.031000 1.390229 2.866558 2.902472
0.032000 1.404993 2.898583 2.900653
0.033000 1.419929 2.930949 2.898924
0.034000 1.435039 2.963660 2.897288
0.035000 1.450325 2.996719 2.895746
0.036000 1.465789 3.030132 2.894301
0.037000 1.481432 3.063902 2.892954
0.038000 1.497257 3.098032 2.891707
0.039000 1.513265 3.132528 2.890562
0.040000 1.529458 3.167392 2.889521
0.041000 1.545837 3.202631 2.888587
0.042000 1.562405 3.238246 2.887760
0.043000 1.579163 3.274243 2.887044
0.044000 1.596114 3.310626 2.886441
0.045000 1.613259 3.347400 2.885952
0.046000 1.630601 3.384568 2.885581
0.047000 1.648140 3.422135 2.885328
0.048000 1.665880 3.460105 2.885198
0.049000 1.683822 3.498483 2.885192
0.050000 1.701969 3.537274 2.885312
0.051000 1.720322 3.576481 2.885562
0.052000 1.738884 3.616110 2.885943
0.053000 1.757656 3.656164 2.886459
0.054000 1.776641 3.696649 2.887113
0.055000 1.795841 3.737569 2.887906
0.056000 1.815258 3.778929 2.888842
0.057000 1.834895 3.820733 2.889924
0.058000 1.854753 3.862987 2.891155
0.059000 1.874836 3.905694 2.892538
0.060000 1.895144 3.948861 2.894075
0.061000 1.915682 3.992491 2.895771
0.062000 1.936450 4.036591 2.897627
0.063000 1.957451 4.081163 2.899649
0.064000 1.978688 4.126215 2.901838
0.065000 2.000164 4.171750 2.904199
0.066000 2.021879 4.217774 2.906735
0.067000 2.043838 4.264292 2.909449
0.068000 2.066043 4.311308 2.912346
0.069000 2.088495 4.358829 2.915428
0.070000 2.111199 4.406859 2.918701
0.071000 2.134156 4.455404 2.922167
0.072000 2.157368 4.504469 2.925832
0.073000 2.180839 4.554059 2.929698
0.074000 2.204571 4.604179 2.933770
0.075000 2.228567 4.654835 2.938053
0.076000 2.252830 4.706033 2.942550
0.077000 2.277362 4.757777 2.947267
0.078000 2.302166 4.810073 2.952208
0.079000 2.327245 4.862927 2.957377
0.080000 2.352602 4.916344 2.962780
0.081000 2.378239 4.970330 2.968420
0.082000 2.404160 5.024891 2.974304
0.083000 2.430367 5.080032 2.980436
0.084000 2.456864 5.135758 2.986822
0.085000 2.483653 5.192077 2.993466
0.086000 2.510737 5.248992 3.000374
0.087000 2.538120 5.306510 3.007552
0.088000 2.565804 5.364638 3.015006
0.089000 2.593792 5.423380 3.022740
0.090000 2.622088 5.482742 3.030762
0.091000 2.650695 5.542731 3.039077
0.092000 2.679615 5.603353 3.047690
0.093000 2.708853 5.664612 3.056610
0.094000 2.738410 5.726515 3.065841
0.095000 2.768291 5.789069 3.075391
0.096000 2.798499 5.852278 3.085266
0.097000 2.829037 5.916150 3.095473
0.098000 2.859908 5.980690 3.106019
0.099000 2.891116 6.045903 3.116911
0.100000 2.922664 6.111797 3.128157
0.101000 2.954555 6.178378 3.139763
0.102000 2.986794 6.245650 3.151738
0.103000 3.019382 6.313621 3.164089
0.104000 3.052324 6.382297 3.176824
0.105000 3.085624 6.451683 3.189951
0.106000 3.119285 6.521785 3.203479
0.107000 3.153310 6.592611 3.217415
0.108000 3.187703 6.664165 3.231769
0.109000 3.222467 6.736455 3.246549
0.110000 3.257607 6.809486 3.261764
0.111000 3.293126 6.883264 3.277423
0.112000 3.329027 6.957795 3.293535
0.113000 3.365315 7.033086 3.310111
0.114000 3.401993 7.109142 3.327159
0.115000 3.439064 7.185969 3.344690
0.116000 3.476533 7.263575 3.362714
0.117000 3.514404 7.341963 3.381241
0.118000 3.552679 7.421142 3.400281
0.119000 3.591364 7.501115 3.419845
0.120000 3.630461 7.581891 3.439945
0.121000 3.669976 7.663473 3.460591
0.122000 3.709910 7.745869 3.481794
0.123000 3.750270 7.829083 3.503567
0.124000 3.791058 7.913122 3.525921
0.125000 3.832279 7.997992 3.548868
0.126000 3.873936 8.083697 3.572421
0.127000 3.916034 8.170244 3.596592
0.128000 3.958576 8.257639 3.621394
0.129000 4.001566 8.345886 3.646840
0.130000 4.045010 8.434991 3.672943
0.131000 4.088910 8.524959 3.699716
0.132000 4.133270 8.615795 3.727175
0.133000 4.178095 8.707505 3.755332
0.134000 4.223390 8.800095 3.784202
0.135000 4.269156 8.893567 3.813800
0.136000 4.315401 8.987928 3.844140
0.137000 4.362126 9.083182 3.875238
0.138000 4.409337 9.179335 3.907110
0.139000 4.457036 9.276389 3.939770
0.140000 4.505230 9.374350 3.973236
0.141000 4.553921 9.473222 4.007523
0.142000 4.603114 9.573009 4.042648
0.143000 4.652813 9.673714 4.078629
0.144000 4.703022 9.775342 4.115481
0.145000 4.753745 9.877896 4.153224
0.146000 4.804986 9.981380 4.191875
0.147000 4.856750 10.085795 4.231451
0.148000 4.909041 10.191148 4.271972
0.149000 4.961862 10.297439 4.313457
0.150000 5.015218 10.404671 4.355925
0.151000 5.069112 10.512846 4.399395
0.152000 5.123549 10.621967 4.443887
0.153000 5.178534 10.732037 4.489421
0.154000 5.234068 10.843055 4.536019
0.155000 5.290158 10.955024 4.583700
0.156000 5.346807 11.067945 4.632487
0.157000 5.404018 11.181818 4.682400
0.158000 5.461796 11.296645 4.733462
0.159000 5.520145 11.412426 4.785696
0.160000 5.579068 11.529160 4.839122
0.161000 5.638568 11.646847 4.893766
0.162000 5.698651 11.765486 4.949650
0.163000 5.759320 11.885077 5.006798
0.164000 5.820577 12.005616 5.065234
0.165000 5.882428 12.127104 5.124983
0.166000 5.944874 12.249537 5.186070
0.167000 6.007921 12.372914 5.248520
0.168000 6.071571 12.497231 5.312358
0.169000 6.135828 12.622483 5.377612
0.170000 6.200694 12.748668 5.444306
0.171000 6.266174 12.875780 5.512468
0.172000 6.332270 13.003815 5.582125
0.173000 6.398985 13.132767 5.653304
0.174000 6.466323 13.262630 5.726034
0.175000 6.534286 13.393398 5.800342
0.176000 6.602877 13.525064 5.876258
0.177000 6.672099 13.657619 5.953810
0.178000 6.741954 13.791056 6.033027
0.179000 6.812445 13.925364 6.113940
0.180000 6.883574 14.060536 6.196578
0.181000 6.955344 14.196562 6.280971
0.182000 7.027756 14.333428 6.367151
0.183000 7.100813 14.471126 6.455149
0.184000 7.174516 14.609640 6.544995
0.185000 7.248868 14.748960 6.636723
0.186000 7.323868 14.889071 6.730362
0.187000 7.399520 15.029958 6.825947
0.188000 7.475825 15.171606 6.923510
0.189000 7.552783 15.313998 7.023083
0.190000 7.630395 15.457118 7.124701
0.191000 7.708662 15.600947 7.228395
0.192000 7.787585 15.745468 7.334201
0.193000 7.867164 15.890659 7.442152
0.194000 7.947399 16.036501 7.552282
0.195000 8.028290 16.182970 7.664626
0.196000 8.109837 16.330046 7.779218
0.197000 8.192039 16.477703 7.896094
0.198000 8.274895 16.625917 8.015287
0.199000 8.358405 16.774662 8.136834
0.200000 8.442568 16.923912 8.260770
0.201000 8.527381 17.073637 8.387130
0.202000 8.612844 17.223810 8.515949
0.203000 8.698954 17.374399 8.647264
0.204000 8.785708 17.525373 8.781108
0.205000 8.873105 17.676701 8.917519
0.206000 8.961141 17.828344 9.056531
0.207000 9.049812 17.980270 9.198180
0.208000 9.139117 18.132442 9.342502
0.209000 9.229051 18.284822 9.489532
0.210000 9.319609 18.437372 9.639304
0.211000 9.410787 18.590050 9.791855
